ID,CoverageField2A,CoverageField4B,CoverageField11A,SalesField2B,SalesField8,SalesField13,PersonalField4A,PersonalField9,PersonalField13,PersonalField24,PersonalField29,PersonalField34,PersonalField39,PersonalField44,PersonalField49,PersonalField54,PersonalField59,PersonalField64,PersonalField69,PersonalField74,PersonalField79,PropertyField1A,PropertyField8,PropertyField12,PropertyField17,PropertyField21B,PropertyField26A,PropertyField39B,GeographicField3A,GeographicField5B,GeographicField8A,GeographicField10B,GeographicField13A,GeographicField15B,GeographicField18A,GeographicField20B,GeographicField23A,GeographicField25B,GeographicField28A,GeographicField30B,GeographicField33A,GeographicField35B,GeographicField38A,GeographicField40B,GeographicField43A,GeographicField45B,GeographicField48A,GeographicField50B,GeographicField53A,GeographicField55B,GeographicField58A,GeographicField60B,TARGET
339633,6,8,5,8,45943,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,17,0,1,0,9,2,12,13,17,5,25,5,11,-1,20,-1,8,6,20,8,20,12,18,12,17,23,23,24,3,2,15,0
95781,5,7,5,23,4672,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,4,1,7,15,21,18,13,23,25,24,22,-1,15,-1,18,15,21,5,7,10,23,12,10,12,11,17,10,7,9,0
404836,4,4,13,19,24393,1,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,17,1,4,0,4,12,22,8,13,2,25,2,17,-1,11,-1,24,25,13,6,14,9,4,3,25,8,7,14,22,10,16,0
416050,13,19,5,1,9708,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,20,1,3,1,20,6,4,11,17,5,25,5,11,-1,22,-1,12,6,21,7,25,13,21,11,19,21,20,23,5,17,8,1
365547,4,4,12,11,49361,0,9,3,2,0,3,1,0,1,0,0,0,0,0,1,0,12,1,4,1,4,5,23,12,13,2,25,2,6,-1,25,-1,21,11,15,4,6,7,1,4,25,15,18,22,2,25,13,0
8062,4,5,12,23,65140,0,18,2,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,4,0,5,11,19,6,13,23,25,24,25,-1,17,-1,18,19,22,2,2,6,24,10,8,8,13,17,13,8,2,0
80963,11,17,6,5,50306,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,0,18,12,22,23,21,5,25,5,11,-1,19,-1,5,9,24,7,18,17,21,10,19,19,20,21,15,8,22,1
248655,7,11,4,5,52827,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,4,0,12,13,10,10,13,2,25,2,18,-1,6,-1,25,20,18,4,2,9,8,1,7,8,10,11,17,22,14,0
230180,9,15,7,12,39818,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,1,15,8,18,13,13,2,25,2,17,-1,13,-1,24,13,4,12,6,3,12,3,25,16,6,17,16,13,17,0
189957,11,18,6,6,41717,0,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,1,18,10,17,9,13,2,25,2,2,-1,3,-1,20,8,25,11,9,14,3,10,5,8,2,6,24,8,10,0
144877,8,12,4,13,57711,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,11,1,1,1,13,5,9,20,16,6,25,5,18,-1,24,-1,19,8,8,11,23,12,12,11,8,23,21,19,4,9,20,1
220365,1,2,24,24,5455,0,-1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,17,0,4,0,1,6,24,1,24,14,25,15,22,-1,9,-1,10,8,15,3,7,6,12,22,18,2,24,6,18,25,1,0
108969,2,1,9,17,64817,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,11,1,4,0,1,5,14,3,13,2,25,2,5,-1,2,-1,15,10,21,11,8,9,7,9,3,6,6,12,24,17,2,1
110310,6,9,10,6,27406,0,14,2,2,0,2,1,0,0,0,0,0,0,0,0,0,17,0,4,1,9,7,3,8,13,2,25,2,6,25,15,-1,22,12,11,8,12,6,5,2,23,16,15,15,18,11,9,0
110216,3,3,7,21,63592,0,7,2,2,0,3,1,0,1,0,0,0,0,0,1,0,10,0,2,0,3,1,9,5,13,9,25,9,12,-1,17,-1,3,6,17,6,19,10,15,10,9,11,4,11,22,18,4,0
278039,7,11,9,18,16279,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,11,9,3,4,13,9,25,9,13,-1,9,-1,17,6,16,12,23,10,23,9,9,19,14,19,7,16,3,0
10246,2,1,9,21,11760,0,2,2,2,0,3,1,0,1,0,0,0,0,0,1,0,19,0,3,0,1,2,23,5,13,11,25,11,19,-1,13,-1,1,14,23,3,3,14,23,9,9,15,2,20,13,12,4,0
94801,16,22,12,7,27425,0,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,1,1,23,12,11,13,13,10,25,10,12,-1,16,-1,1,3,1,13,18,3,1,8,13,15,4,14,15,10,12,0
194383,3,2,7,17,46672,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,4,1,2,10,21,8,13,2,25,2,11,-1,18,-1,17,6,25,10,22,8,22,6,23,12,6,14,18,16,7,0
18296,5,7,10,22,61254,0,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,8,15,20,8,14,23,25,25,24,-1,14,-1,21,24,16,3,5,10,24,11,11,6,8,10,18,6,10,0
167904,5,5,5,17,64850,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,4,1,6,7,25,9,17,5,25,5,14,-1,24,-1,7,6,17,5,19,9,11,10,14,16,11,10,18,11,4,0
363968,14,21,2,20,11673,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,21,20,6,20,14,25,25,24,24,-1,14,-1,21,12,3,6,4,4,23,11,10,18,12,22,3,10,20,0
33409,2,6,17,18,30200,0,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,4,0,1,1,15,8,13,9,25,9,13,-1,10,-1,17,4,8,9,14,5,14,12,13,19,13,21,7,3,19,0
155075,8,13,4,8,30014,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,16,0,2,1,14,8,1,19,13,2,25,1,4,-1,15,-1,16,6,23,10,23,7,6,2,24,23,25,22,3,2,19,0
279410,19,23,4,25,10553,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,1,24,13,9,12,16,24,25,24,23,-1,12,-1,18,16,10,6,6,8,17,8,9,1,4,6,23,20,8,0
148545,11,18,6,12,59184,0,9,2,2,0,2,1,0,0,0,0,0,0,0,0,0,17,0,2,1,19,15,3,22,13,2,25,2,6,-1,16,-1,10,9,12,17,19,7,6,2,24,21,22,23,4,9,18,0
212142,4,4,6,23,12897,0,15,2,2,0,2,1,0,0,0,0,0,0,0,0,0,13,0,4,1,4,19,25,19,23,14,25,15,22,-1,4,-1,10,9,7,14,19,7,10,24,18,22,22,23,4,5,17,0
329872,6,9,9,9,28232,0,25,2,1,0,2,1,0,0,0,0,0,0,0,0,0,19,1,2,0,9,16,21,9,13,2,25,2,11,-1,8,-1,20,9,21,9,18,11,8,9,5,19,14,18,17,4,18,1
103713,8,12,4,6,54355,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,0,3,0,13,5,10,19,17,5,25,5,11,-1,21,-1,6,3,10,13,5,5,17,10,22,20,22,18,9,9,19,0
319702,13,20,5,15,8735,0,7,2,2,3,2,1,0,0,0,3,0,0,0,0,3,12,0,4,1,20,3,4,20,13,2,25,2,6,25,17,-1,23,11,18,14,23,5,4,3,23,20,21,22,6,1,25,1
240089,6,8,10,9,28448,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,8,1,4,1,8,5,18,8,13,2,25,2,5,-1,10,-1,14,13,21,9,3,9,9,7,1,9,1,12,23,13,9,0
123286,2,1,8,10,63355,0,18,3,2,0,2,1,0,0,0,0,0,0,0,0,0,19,0,3,0,1,1,7,15,13,9,25,9,13,-1,14,-1,17,14,22,4,15,12,17,10,11,11,3,17,21,8,7,0
63591,4,5,6,20,63423,0,20,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,5,13,22,10,23,15,25,16,23,-1,3,-1,6,9,10,2,5,9,18,2,21,9,14,17,9,18,16,0
235810,4,5,6,20,53249,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,21,0,1,0,5,4,18,5,18,5,25,5,11,-1,22,-1,12,15,24,5,15,25,21,12,19,6,9,3,25,11,1,0
272119,5,6,5,9,49622,0,14,2,2,0,2,1,0,0,0,0,0,0,0,0,0,18,1,2,1,6,10,14,12,13,2,25,2,15,-1,11,-1,24,12,18,7,8,6,12,3,25,19,22,16,10,25,16,1
119353,2,1,18,19,57506,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,13,0,1,0,1,1,20,8,13,9,25,9,12,-1,17,-1,3,7,21,11,22,10,12,9,12,14,6,12,13,13,3,0
299306,4,5,12,14,1684,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,4,0,5,15,24,15,13,10,25,9,11,-1,11,-1,17,7,18,9,20,7,21,10,8,13,4,14,21,11,18,1
226631,6,8,10,22,19072,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,0,9,15,19,18,23,14,25,15,22,-1,3,-1,10,3,1,15,4,2,1,23,17,15,11,18,10,7,16,0
209,16,22,2,17,44317,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,1,0,22,25,13,20,13,12,25,11,19,-1,13,-1,2,9,5,4,3,5,11,8,6,22,18,23,1,7,19,0
37769,9,15,7,6,49102,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,11,1,2,1,16,12,3,12,13,1,25,2,2,-1,9,-1,20,11,16,13,17,12,7,9,5,15,12,13,17,8,15,0
90008,13,20,2,14,62718,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,6,1,4,1,21,3,1,11,13,2,25,2,15,-1,17,-1,12,6,12,11,6,5,13,3,23,13,3,14,18,13,6,0
356320,25,25,3,10,51917,0,5,3,2,0,2,1,0,0,0,0,0,0,0,0,0,6,1,4,1,25,7,2,20,13,2,25,2,5,-1,8,-1,11,6,9,16,16,25,7,8,1,23,24,22,4,7,24,0
175912,14,20,2,11,13505,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,21,1,1,1,21,7,4,23,20,5,25,5,11,-1,22,-1,5,13,22,10,23,20,21,11,20,24,24,23,6,19,25,0
376340,9,15,7,14,52533,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,17,0,3,1,16,5,6,6,20,5,25,5,16,-1,20,-1,6,4,18,8,5,8,17,11,15,18,20,19,11,9,3,0
144678,23,24,9,1,50049,0,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,10,1,2,2,25,11,2,25,13,1,25,1,2,-1,17,-1,16,12,20,9,7,7,5,2,22,20,19,18,12,15,20,0
136846,10,16,7,7,37291,0,19,2,2,2,1,1,0,0,0,0,0,0,0,0,0,9,1,4,0,17,12,23,19,18,5,25,5,11,-1,20,-1,8,8,16,5,13,12,19,12,17,23,21,22,3,10,24,1
259076,7,10,9,6,55559,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,2,0,11,8,2,2,13,2,25,2,4,-1,10,-1,5,6,15,10,20,6,8,4,25,14,15,12,21,21,3,0
350017,11,18,6,18,56530,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,1,19,19,9,15,24,14,25,15,22,-1,6,-1,11,5,4,6,5,4,11,22,18,15,19,19,4,11,9,0
280041,1,1,20,19,60632,0,23,2,2,0,2,1,0,0,0,0,0,0,0,0,0,15,0,4,0,1,7,22,3,13,2,25,2,5,-1,2,-1,25,23,19,6,4,8,2,10,6,6,23,25,21,11,3,1
295987,5,5,5,21,39397,0,14,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,0,6,12,18,7,23,14,25,15,20,-1,1,-1,13,1,1,6,3,2,13,25,21,12,11,9,6,10,5,0
229416,5,7,5,7,54309,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,1,1,7,2,7,17,18,5,25,5,14,-1,19,-1,3,4,11,5,4,8,16,11,13,17,14,20,8,5,21,0
366987,10,16,3,9,64303,1,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,2,1,17,6,9,10,13,2,25,2,15,-1,15,-1,24,16,13,8,23,9,12,3,24,13,2,15,15,23,8,0
179086,3,3,14,23,38219,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,2,1,3,6,21,15,13,10,25,9,13,-1,15,-1,6,6,9,9,20,12,14,11,12,22,18,22,3,4,13,0
417837,14,21,5,24,2991,1,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,1,21,6,13,25,24,14,25,15,20,-1,9,-1,10,25,24,9,2,21,12,23,18,19,24,23,8,1,24,0
73102,12,19,3,12,58678,0,-1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,19,13,2,19,13,23,25,24,22,-1,14,-1,4,7,11,14,10,6,24,14,11,18,12,20,7,14,21,0
401703,18,23,4,2,34639,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,2,23,16,16,21,13,2,25,2,5,-1,12,-1,11,10,6,25,25,13,6,9,2,22,24,19,7,8,24,1
278805,6,9,4,24,22126,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,4,1,10,13,25,18,23,14,25,15,22,-1,8,-1,10,9,10,6,10,6,11,22,19,15,16,20,7,4,10,0
102611,5,6,5,25,37967,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,4,1,7,10,24,1,13,21,25,23,19,-1,17,25,19,6,12,2,7,7,24,11,6,1,21,18,7,18,1,0
282014,7,10,4,10,10109,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,0,11,4,23,13,13,2,25,2,18,-1,7,-1,25,14,6,11,10,6,9,3,8,1,17,16,19,10,10,0
74437,25,25,2,1,4047,0,18,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,2,25,15,2,10,13,2,25,2,7,-1,17,-1,14,11,10,13,14,13,8,9,3,16,13,19,12,20,9,0
357339,7,10,4,24,40964,0,12,3,2,0,1,1,0,0,0,0,0,0,0,0,0,25,0,3,0,10,5,14,1,13,10,25,10,13,-1,15,-1,2,15,24,5,16,12,14,11,13,5,4,3,24,12,4,0
213951,16,22,4,2,11112,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,4,1,22,12,13,16,13,2,25,2,5,-1,13,-1,14,4,1,15,8,9,8,6,1,9,5,8,23,10,15,1
33450,4,5,12,16,31926,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,1,0,5,1,4,12,13,14,25,11,19,-1,2,-1,2,6,4,7,17,13,25,12,7,18,8,18,13,13,16,0
106645,6,9,4,14,29504,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,23,0,2,1,9,10,6,13,13,2,25,2,3,-1,1,-1,20,12,25,25,22,21,4,9,5,17,19,17,7,14,20,0
54462,18,23,4,3,13980,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,1,1,23,22,3,15,16,5,25,5,8,-1,23,-1,2,4,10,9,12,9,10,15,21,23,23,20,5,11,18,0
110138,5,7,5,11,16766,0,11,3,2,0,2,1,0,0,0,0,0,0,0,0,0,7,1,4,1,8,11,13,4,13,2,25,2,17,-1,16,-1,24,24,6,4,5,6,12,3,25,8,2,8,23,20,1,0
71912,1,1,-1,-1,34922,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,4,1,1,5,1,3,13,2,25,2,15,-1,8,-1,14,11,8,12,14,11,9,6,1,6,12,10,25,9,8,0
279188,8,12,8,18,28425,0,15,2,2,0,2,1,0,0,0,0,0,0,0,0,0,15,1,4,1,12,19,20,6,13,2,25,2,6,-1,8,-1,23,7,23,10,10,6,12,4,25,14,11,15,17,13,6,0
160118,10,16,3,3,21959,0,17,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,4,1,17,23,18,14,13,2,25,2,15,-1,14,-1,12,5,7,10,7,5,13,3,23,14,3,17,17,21,17,0
361006,13,19,2,2,29024,0,7,3,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,1,20,6,17,13,13,2,25,2,17,-1,16,-1,24,13,7,9,4,6,12,3,25,9,4,13,24,11,13,0
13515,1,1,10,24,21459,0,25,2,2,0,2,1,0,0,0,0,0,0,0,0,0,17,0,2,0,1,8,25,3,14,23,25,25,24,-1,17,-1,21,11,16,3,11,6,23,10,12,7,4,14,22,14,1,0
255950,6,8,10,16,27279,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,1,0,8,4,25,10,13,10,25,10,16,-1,17,-1,2,3,18,12,19,15,24,15,12,18,5,20,6,10,13,0
397032,15,21,5,7,43137,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,12,1,1,0,21,11,15,15,19,5,25,5,16,-1,19,-1,6,7,17,4,20,9,17,11,17,23,23,23,2,4,23,0
377636,7,10,9,14,35318,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,0,10,12,23,18,13,2,25,2,7,-1,11,-1,24,13,2,9,6,5,11,3,25,11,2,12,22,11,20,1
218289,4,5,25,10,65851,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,24,0,2,0,5,8,7,18,13,2,25,2,15,-1,14,-1,14,6,18,16,21,7,8,6,1,17,15,22,11,6,25,0
349440,4,5,6,20,7888,0,17,2,2,0,1,1,0,0,0,0,0,0,0,0,0,20,1,3,0,5,4,18,6,19,5,25,5,17,-1,24,-1,19,8,19,4,24,12,15,10,9,15,6,16,15,6,3,0
14428,1,1,22,21,432,0,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,17,1,5,0,1,4,17,17,22,18,25,19,25,-1,3,-1,18,9,9,5,2,8,14,3,15,19,22,20,5,10,18,0
372185,25,25,1,2,55843,0,20,1,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,2,3,25,12,1,14,13,2,25,1,4,-1,21,-1,10,4,8,21,22,7,3,2,24,20,23,20,11,10,22,1
408753,9,14,8,23,19906,0,18,2,1,0,2,1,0,0,0,0,0,0,0,0,0,10,1,4,1,14,23,22,14,25,14,25,15,23,-1,11,-1,4,7,13,5,12,5,10,25,19,16,16,19,11,6,13,1
193710,7,11,4,10,8289,0,18,2,2,0,2,1,0,0,0,0,0,0,0,0,0,21,0,2,0,12,5,14,16,13,2,25,2,3,-1,2,-1,20,6,6,14,16,6,4,16,4,9,15,17,18,2,24,0
405515,15,21,5,13,33405,0,19,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,1,1,22,6,2,22,13,10,25,10,13,-1,14,-1,17,12,18,7,9,12,18,11,13,19,19,17,16,10,25,0
290477,6,8,10,12,13532,0,20,1,2,0,3,1,0,1,0,0,0,0,0,1,0,13,1,4,1,8,10,23,8,13,2,25,2,11,-1,11,-1,20,11,24,14,1,13,3,9,2,10,12,9,17,13,3,1
198575,4,4,12,15,66461,0,17,3,2,0,1,1,0,0,0,0,0,0,0,0,0,21,1,2,0,5,13,23,7,13,6,25,5,16,-1,25,-1,8,6,17,9,12,9,15,8,7,14,4,12,19,12,7,0
131682,8,12,4,15,2161,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,23,1,3,1,12,3,3,10,13,9,25,9,12,-1,9,-1,1,6,16,13,22,10,22,11,9,18,9,17,8,6,9,0
297233,1,1,25,25,51822,1,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,4,0,1,4,24,1,24,14,25,15,22,-1,9,-1,10,5,9,9,5,6,12,21,18,1,22,7,22,12,2,0
300187,5,6,11,17,36199,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,1,0,7,7,24,13,13,13,25,11,19,-1,3,-1,2,9,20,4,12,14,24,12,7,17,9,18,6,17,10,0
328741,19,23,2,6,9775,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,11,0,4,1,24,17,1,19,13,2,25,2,5,-1,16,-1,11,8,10,22,21,16,9,12,3,23,23,22,2,14,20,0
193506,9,14,7,6,48871,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,3,0,15,10,22,15,17,5,25,5,17,-1,24,-1,13,2,2,8,15,4,15,9,8,15,9,19,8,6,14,1
396295,7,10,9,15,16734,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,18,1,1,0,11,1,1,2,13,9,25,9,13,-1,14,-1,17,18,24,3,13,14,18,10,15,1,1,3,25,11,1,0
316476,3,3,7,18,63429,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,2,0,3,12,23,3,21,5,25,5,18,-1,23,-1,25,7,19,5,4,15,18,11,8,15,9,16,11,4,1,0
126989,17,23,2,16,36279,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,4,0,23,8,13,7,14,24,25,24,25,-1,12,-1,8,1,3,10,13,2,15,11,12,14,8,19,9,13,6,0
353587,6,9,4,5,3886,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,1,0,9,1,3,12,20,4,25,4,8,-1,20,-1,5,6,10,11,16,9,18,12,16,23,23,17,10,12,17,0
196031,8,13,4,21,59101,0,19,2,2,0,2,1,0,0,0,0,0,0,0,0,0,8,0,4,0,14,19,19,14,13,24,25,24,24,-1,18,-1,21,9,7,5,2,8,24,12,11,16,11,20,4,13,16,0
130910,9,14,7,10,54892,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,1,1,15,10,23,20,20,5,25,5,18,-1,22,-1,7,3,8,9,23,11,18,10,13,21,25,25,1,11,20,0
150125,8,12,8,9,29774,0,24,1,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,1,1,12,5,10,7,13,10,25,10,16,-1,17,-1,17,22,24,6,13,12,15,11,14,1,11,1,25,14,9,1
3074,12,18,3,24,57673,0,9,2,2,0,3,1,0,1,0,0,0,0,0,1,0,3,0,4,0,19,6,19,15,16,24,25,24,24,-1,13,-1,21,11,7,17,6,6,24,13,10,8,3,14,18,6,20,0
112715,10,16,3,14,35126,0,10,3,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,17,17,10,12,13,13,25,12,19,-1,11,-1,18,12,22,5,23,14,24,12,6,21,10,24,1,7,20,0
264903,3,3,14,17,62481,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,25,1,2,0,3,2,10,13,16,6,25,5,17,-1,25,-1,19,12,23,8,16,17,18,13,7,17,11,17,8,3,20,0
275672,5,7,5,17,64761,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,2,0,7,11,13,4,13,10,25,9,13,-1,14,-1,17,10,23,4,19,8,15,10,13,12,8,7,22,15,3,0
209290,5,6,11,7,51018,0,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,4,0,6,11,15,4,13,2,25,2,17,-1,16,-1,24,16,12,8,10,7,12,4,25,11,9,21,8,10,3,0
145195,3,3,7,7,25695,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,4,0,3,15,25,2,13,2,25,2,8,-1,3,-1,23,9,21,1,1,8,4,1,6,7,9,16,20,15,2,0
425172,6,8,5,12,12097,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,25,1,1,0,8,3,7,10,18,5,25,5,11,-1,20,-1,8,8,21,4,13,14,20,11,17,25,24,24,1,6,9,0
280216,5,6,11,12,20250,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,3,0,7,15,22,20,20,5,25,5,11,-1,23,-1,6,7,16,8,9,12,20,11,17,24,25,22,1,18,23,1
423516,2,12,4,24,52193,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,0,3,0,13,5,23,7,18,5,25,5,11,-1,22,-1,12,19,25,4,19,25,21,12,19,1,20,1,25,4,14,0
208906,1,1,10,24,45112,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,11,0,4,0,1,1,21,1,18,5,25,5,18,-1,21,-1,7,9,14,7,5,8,18,12,15,11,4,15,20,3,6,0
134174,8,12,4,20,59948,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,20,1,1,1,13,11,5,14,13,9,25,9,12,-1,17,-1,17,19,23,7,10,17,22,12,8,14,4,17,8,9,10,0
94857,6,8,5,11,49850,0,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,1,1,9,10,22,15,17,6,25,5,18,-1,24,-1,19,4,6,7,18,9,17,10,10,20,14,18,10,12,18,0
105299,16,22,4,9,53235,1,-1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,8,0,4,0,22,5,7,19,13,2,25,2,5,-1,2,-1,20,12,10,17,12,16,7,8,5,20,19,19,15,11,20,0
53641,6,9,9,9,42284,1,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,1,10,14,15,14,13,2,25,2,5,-1,2,-1,25,10,1,10,8,12,2,9,6,14,7,15,19,10,18,0
62886,19,23,2,16,22212,0,8,1,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,24,14,11,25,17,5,25,5,7,-1,20,-1,5,6,9,9,22,12,21,13,20,24,25,25,1,5,22,0
188936,10,17,7,6,15784,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,3,0,17,16,7,22,17,5,25,5,11,-1,21,-1,22,7,20,9,15,15,19,11,17,21,23,16,14,5,19,0
112355,17,23,2,4,53331,0,8,1,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,0,23,1,2,25,13,2,25,2,4,-1,12,-1,16,3,2,17,14,1,2,3,23,22,22,20,6,3,22,0
72939,1,1,19,13,31685,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,0,4,0,1,5,13,4,13,1,25,2,2,-1,7,-1,11,3,9,13,12,8,3,2,5,14,12,18,15,14,2,0
16280,7,11,22,11,29103,0,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,24,1,2,1,12,14,11,13,13,2,25,2,3,-1,2,-1,20,14,25,16,19,23,3,10,5,14,16,17,19,4,18,0
67629,4,4,12,10,63787,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,18,1,2,1,5,11,18,7,13,2,25,2,7,-1,9,-1,23,8,8,7,11,8,13,3,25,11,5,12,18,14,12,1
13138,18,23,2,22,53647,0,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,4,1,23,9,15,22,13,23,25,24,25,-1,17,-1,4,8,4,10,2,6,22,20,10,18,17,22,6,11,22,0
418320,7,11,9,3,29699,0,19,2,2,0,2,1,0,0,0,0,0,0,0,0,0,6,1,4,1,11,15,14,7,13,2,25,2,8,-1,3,-1,23,7,9,3,6,8,8,1,6,10,8,18,14,25,4,1
259513,7,11,23,13,45396,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,17,1,2,1,11,7,1,3,13,2,25,2,6,-1,8,-1,16,14,22,10,16,12,5,3,23,13,12,17,18,13,1,0
104533,8,13,4,23,14107,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,1,1,13,9,12,4,13,12,25,11,19,-1,14,-1,2,10,22,4,4,17,14,7,3,8,1,18,4,10,3,0
322799,7,11,4,4,10826,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,14,0,3,1,12,11,6,23,13,9,25,9,8,-1,12,-1,17,7,17,8,20,10,15,10,8,24,24,22,4,8,20,0
205850,3,3,7,15,36703,0,11,2,3,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,0,3,12,23,4,13,2,25,2,18,-1,5,-1,25,17,12,9,15,8,8,1,7,11,3,15,17,11,6,0
